w_zip,h_zip,SE01,SE02,SE03,total
10006,10461,13,18,23,54
10006,10462,24,30,33,87
10006,10463,27,25,58,110
10006,10464,1,0,3,4
10006,10465,10,6,21,37
10006,10466,26,11,22,59
10006,10467,31,29,41,101
10006,10468,33,29,29,91
10006,10469,20,14,21,55
10006,10470,6,2,4,12
10006,10471,8,9,20,37
10006,10472,20,27,30,77
10006,10473,25,24,30,79
10006,10474,8,13,4,25
10006,10475,11,12,18,41
10006,11001,0,1,1,2
10006,11004,0,3,6,9
10006,11101,8,5,61,74
10006,11102,12,17,41,70
10006,11103,12,9,82,103
10006,11104,8,12,54,74
10006,11105,13,14,64,91
10006,11106,12,9,46,67
10006,11109,5,1,24,30
10006,11201,21,23,258,302
10006,11203,16,32,54,102
10006,11204,11,25,57,93
10006,11205,10,17,73,100
10006,11206,23,46,83,152
10006,11207,17,41,57,115
10006,11208,25,39,46,110
10006,11209,13,23,147,183
10006,11210,14,32,65,111
10006,11211,19,20,161,200
10006,11212,29,44,36,109
10006,11213,19,25,73,117
10006,11214,11,24,100,135
10006,11215,13,18,226,257
10006,11216,22,22,132,176
10006,11217,15,11,141,167
10006,11218,9,27,87,123
10006,11219,11,11,39,61
10006,11220,14,41,81,136
10006,11221,15,42,87,144
10006,11222,13,11,108,132
10006,11223,10,20,65,95
10006,11224,7,13,40,60
10006,11225,27,23,94,144
10006,11226,27,41,125,193
10006,11228,9,10,51,70
10006,11229,15,17,65,97
10006,11230,14,28,89,131
10006,11231,9,14,103,126
10006,11232,4,13,31,48
10006,11233,21,24,74,119
10006,11234,27,25,94,146
10006,11235,12,34,76,122
10006,11236,16,32,58,106
10006,11237,12,14,52,78
10006,11238,17,13,143,173
10006,11239,6,3,5,14
10006,11354,8,17,36,61
10006,11355,13,8,35,56
10006,11356,2,1,22,25
10006,11357,1,4,34,39
10006,11358,4,12,16,32
10006,11359,1,0,2,3
10006,11360,3,0,32,35
10006,11361,1,8,15,24
10006,11362,0,4,11,15
10006,11363,0,2,3,5
10006,11364,1,2,25,28
10006,11365,5,7,37,49
10006,11366,2,3,7,12
10006,11367,6,11,23,40
10006,11368,29,38,34,101
10006,11369,8,17,14,39
10006,11370,4,12,21,37
10006,11372,15,28,61,104
10006,11373,28,35,68,131
10006,11374,5,14,53,72
10006,11375,9,15,98,122
10006,11377,17,24,87,128
10006,11378,7,9,40,56
10006,11379,1,11,40,52
10006,11385,22,38,116,176
10006,11411,3,2,12,17
10006,11412,4,9,10,23
10006,11413,8,2,23,33
10006,11414,3,2,22,27
10006,11415,9,7,25,41
10006,11416,5,13,15,33
10006,11417,7,12,29,48
10006,11418,9,12,23,44
10006,11419,4,24,19,47
10006,11420,4,24,26,54
10006,11421,9,4,31,44
10006,11422,2,5,12,19
10006,11423,3,11,14,28
10006,11426,2,1,11,14
10006,11427,2,4,16,22
10006,11428,2,5,5,12
10006,11429,3,5,12,20
10006,11432,3,15,34,52
10006,11433,7,5,10,22
10006,11434,6,7,16,29
10006,11435,13,12,17,42
10006,11436,0,1,6,7
10006,11691,8,12,23,43
10006,11692,4,2,11,17
10006,11693,5,2,14,21
10006,11694,0,1,13,14
10006,11697,0,0,1,1
10007,10001,23,25,70,118
10007,10002,84,90,228,402
10007,10003,25,15,194,234
10007,10004,7,6,35,48
10007,10005,2,5,57,64
10007,10006,1,3,29,33
10007,10007,11,21,84,116
10007,10009,43,57,181,281
10007,10010,9,13,96,118
10007,10011,21,21,176,218
10007,10012,12,21,68,101
10007,10013,24,40,115,179
10007,10014,15,14,109,138
10007,10016,18,28,157,203
10007,10017,6,6,62,74
10007,10018,9,9,32,50
10007,10019,20,29,123,172
10007,10021,20,6,132,158
10007,10022,3,11,79,93
10007,10023,20,22,199,241
10007,10024,14,14,168,196
10007,10025,67,71,229,367
10007,10026,37,34,90,161
10007,10027,57,69,138,264
10007,10028,18,14,135,167
10007,10029,76,117,170,363
10007,10030,49,45,45,139
10007,10031,43,120,102,265
10007,10032,55,89,90,234
10007,10033,39,66,70,175
10007,10034,30,69,71,170
10007,10035,37,76,70,183
10007,10036,20,15,71,106
10007,10037,23,27,54,104
10007,10038,27,33,112,172
10007,10039,30,46,51,127
10007,10040,38,70,75,183
10007,10044,4,6,16,26
10007,10065,12,9,67,88
10007,10069,4,5,17,26
10007,10075,3,6,76,85
10007,10128,24,25,187,236
10007,10162,0,1,4,5
10007,10280,12,7,75,94
10007,10282,3,1,17,21
10007,10301,30,31,144,205
10007,10302,10,11,56,77
10007,10303,17,17,96,130
10007,10304,21,40,106,167
10007,10305,24,30,137,191
10007,10306,30,37,166,233
10007,10307,2,7,44,53
10007,10308,12,14,89,115
10007,10309,6,18,107,131
10007,10310,25,19,89,133
10007,10312,11,49,202,262
10007,10314,62,68,331,461
10007,10451,51,50,64,165
10007,10452,67,106,97,270
10007,10453,78,105,76,259
10007,10454,42,64,43,149
10007,10455,33,60,61,154
10007,10456,80,108,89,277
10007,10457,50,96,58,204
10007,10458,43,82,60,185
10007,10459,54,51,54,159
10007,10460,43,51,55,149
10007,10461,17,14,71,102
10007,10462,28,62,83,173
10007,10463,26,46,95,167
10007,10464,0,1,12,13
10007,10465,17,18,68,103
10007,10466,35,56,88,179
10007,10467,48,68,108,224
10007,10468,51,62,79,192
10007,10469,36,35,95,166
10007,10470,12,14,12,38
10007,10471,6,7,39,52
10007,10472,38,44,89,171
10007,10473,28,50,66,144
10007,10474,8,12,12,32
10007,10475,17,31,74,122
10007,11001,0,1,3,4
10007,11004,7,4,23,34
10007,11005,1,0,4,5
10007,11040,2,1,3,6
10007,11101,32,30,97,159
10007,11102,18,33,93,144
10007,11103,19,39,110,168
10007,11104,14,22,82,118
10007,11105,20,32,97,149
10007,11106,33,33,103,169
10007,11109,1,0,20,21
10007,11201,39,34,337,410
10007,11203,85,86,187,358
10007,11204,33,62,106,201
10007,11205,37,56,124,217
10007,11206,75,121,220,416
10007,11207,85,137,218,440
10007,11208,93,139,169,401
10007,11209,45,62,261,368
10007,11210,57,65,167,289
10007,11211,42,70,266,378
10007,11212,75,126,187,388
10007,11213,56,88,167,311
10007,11214,58,73,187,318
10007,11215,33,36,304,373
10007,11216,67,69,217,353
10007,11217,25,35,170,230
10007,11218,29,62,199,290
10007,11219,35,39,88,162
10007,11220,56,82,124,262
10007,11221,60,92,227,379
10007,11222,12,35,151,198
10007,11223,44,53,155,252
10007,11224,24,45,118,187
10007,11225,57,54,189,300
10007,11226,86,121,250,457
10007,11228,27,38,120,185
10007,11229,58,44,199,301
10007,11230,45,60,178,283
10007,11231,32,40,165,237
10007,11232,26,21,68,115
10007,11233,53,104,177,334
10007,11234,62,117,261,440
10007,11235,40,34,187,261
10007,11236,92,112,199,403
10007,11237,31,38,106,175
10007,11238,19,64,282,365
10007,11239,14,12,35,61
10007,11354,38,29,67,134
10007,11355,31,43,82,156
10007,11356,12,12,33,57
10007,11357,13,13,80,106
10007,11358,11,19,57,87
10007,11360,6,7,33,46
10007,11361,8,8,44,60
10007,11362,7,4,24,35
10007,11363,2,4,10,16
10007,11364,8,12,60,80
10007,11365,23,23,72,118
10007,11366,3,9,15,27
10007,11367,20,15,58,93
10007,11368,32,77,111,220
10007,11369,18,30,55,103
10007,11370,9,16,53,78
10007,11371,0,0,1,1
10007,11372,27,46,106,179
10007,11373,56,107,170,333
10007,11374,16,28,107,151
10007,11375,27,43,236,306
10007,11377,55,87,167,309
10007,11378,23,20,79,122
10007,11379,23,21,108,152
10007,11385,73,104,240,417
10007,11411,10,7,34,51
10007,11412,19,21,42,82
10007,11413,22,19,81,122
10007,11414,5,18,69,92
10007,11415,6,14,56,76
10007,11416,18,25,51,94
10007,11417,26,34,61,121
10007,11418,21,35,65,121
10007,11419,21,47,75,143
10007,11420,23,27,70,120
10007,11421,31,38,85,154
10007,11422,14,6,46,66
10007,11423,16,21,36,73
10007,11426,5,14,37,56
10007,11427,8,11,46,65
10007,11428,4,9,27,40
10007,11429,11,11,39,61
10007,11432,31,25,90,146
10007,11433,14,12,41,67
10007,11434,20,32,71,123
10007,11435,23,30,75,128
10007,11436,6,9,30,45
10007,11691,29,30,67,126
10007,11692,16,11,38,65
10007,11693,7,8,31,46
10007,11694,11,7,45,63
10007,11697,1,3,15,19
10009,10001,15,7,4,26
10009,10002,80,69,49,198
10009,10003,25,52,48,125
10009,10004,1,3,5,9
10009,10005,3,0,1,4
10009,10006,0,0,3,3
10009,10007,3,0,3,6
10009,10009,208,269,177,654
10009,10010,8,17,28,53
10009,10011,8,12,13,33
10009,10012,8,12,10,30
10009,10013,9,12,14,35
10009,10014,7,5,21,33
10009,10016,3,13,36,52
10009,10017,8,1,8,17
10009,10018,7,5,6,18
10009,10019,10,16,14,40
10009,10021,5,2,8,15
10009,10022,3,3,19,25
10009,10023,6,11,17,34
10009,10024,12,3,12,27
10009,10025,21,17,20,58
10009,10026,6,17,13,36
10009,10027,10,18,16,44
10009,10028,8,14,18,40
10009,10029,29,38,25,92
10009,10030,7,11,15,33
10009,10031,19,27,28,74
10009,10032,10,14,20,44
10009,10033,16,5,10,31
10009,10034,3,21,10,34
10009,10035,20,25,8,53
10009,10036,4,4,4,12
10009,10037,5,6,3,14
10009,10038,8,7,13,28
10009,10039,5,5,6,16
10009,10040,14,19,14,47
10009,10044,1,2,2,5
10009,10065,2,6,8,16
10009,10069,0,0,1,1
10009,10075,5,3,11,19
10009,10128,6,6,20,32
10009,10162,1,0,0,1
10009,10280,0,1,6,7
10009,10282,2,2,0,4
10009,10301,12,6,14,32
10009,10302,6,2,6,14
10009,10303,2,5,5,12
10009,10304,6,8,3,17
10009,10305,7,8,8,23
10009,10306,8,3,9,20
10009,10307,1,1,1,3
10009,10308,2,5,5,12
10009,10309,1,2,5,8
10009,10310,1,2,13,16
10009,10312,4,8,7,19
10009,10314,8,10,22,40
10009,10451,4,17,9,30
10009,10452,13,15,6,34
10009,10453,5,28,8,41
10009,10454,4,19,12,35
10009,10455,5,13,18,36
10009,10456,14,13,9,36
10009,10457,13,25,12,50
10009,10458,13,20,9,42
10009,10459,7,10,8,25
10009,10460,4,7,8,19
10009,10461,7,11,21,39
10009,10462,7,18,18,43
10009,10463,5,10,15,30
10009,10464,0,1,0,1
10009,10465,7,6,8,21
10009,10466,6,7,8,21
10009,10467,10,11,13,34
10009,10468,15,17,7,39
10009,10469,7,22,12,41
10009,10470,4,1,1,6
10009,10471,1,2,7,10
10009,10472,15,8,12,35
10009,10473,10,16,10,36
10009,10474,1,6,2,9
10009,10475,3,3,6,12
10009,11001,0,1,0,1
10009,11004,0,5,1,6
10009,11005,1,1,0,2
10009,11040,0,0,1,1
10009,11101,14,5,9,28
10009,11102,7,17,18,42
10009,11103,8,23,21,52
10009,11104,12,10,17,39
10009,11105,19,18,12,49
10009,11106,12,15,19,46
10009,11109,0,4,3,7
10009,11201,16,24,26,66
10009,11203,14,27,27,68
10009,11204,21,14,18,53
10009,11205,13,18,29,60
10009,11206,33,71,57,161
10009,11207,26,37,37,100
10009,11208,33,34,26,93
10009,11209,10,22,26,58
10009,11210,12,10,21,43
10009,11211,17,51,52,120
10009,11212,17,26,20,63
10009,11213,20,21,24,65
10009,11214,11,21,21,53
10009,11215,17,42,39,98
10009,11216,16,23,22,61
10009,11217,17,11,27,55
10009,11218,14,23,33,70
10009,11219,24,29,14,67
10009,11220,31,50,17,98
10009,11221,42,41,41,124
10009,11222,23,24,37,84
10009,11223,15,9,14,38
10009,11224,6,10,8,24
10009,11225,17,25,26,68
10009,11226,27,43,38,108
10009,11228,10,7,9,26
10009,11229,8,10,10,28
10009,11230,12,18,18,48
10009,11231,8,12,16,36
10009,11232,5,13,12,30
10009,11233,22,30,22,74
10009,11234,11,26,23,60
10009,11235,13,8,7,28
10009,11236,31,27,28,86
10009,11237,32,34,38,104
10009,11238,15,22,34,71
10009,11239,3,5,1,9
10009,11354,16,9,7,32
10009,11355,24,14,6,44
10009,11356,3,3,4,10
10009,11357,9,4,4,17
10009,11358,5,10,11,26
10009,11359,0,1,1,2
10009,11360,3,7,0,10
10009,11361,1,8,6,15
10009,11362,0,1,1,2
10009,11364,2,13,7,22
10009,11365,4,5,4,13
10009,11366,5,0,3,8
10009,11367,6,6,11,23
10009,11368,17,25,24,66
10009,11369,8,14,10,32
10009,11370,8,14,14,36
10009,11371,0,0,1,1
10009,11372,19,26,29,74
10009,11373,31,42,22,95
10009,11374,4,22,5,31
10009,11375,21,20,20,61
10009,11377,25,48,40,113
10009,11378,6,16,12,34
10009,11379,11,11,18,40
10009,11385,29,64,40,133
10009,11411,2,1,4,7
10009,11412,2,8,7,17
10009,11413,3,3,8,14
10009,11414,0,4,15,19
10009,11415,4,10,7,21
10009,11416,12,10,17,39
10009,11417,5,9,8,22
10009,11418,10,12,9,31
10009,11419,5,9,11,25
10009,11420,9,12,9,30
10009,11421,19,12,5,36
10009,11422,2,5,3,10
10009,11423,5,6,3,14
10009,11426,0,3,0,3
10009,11427,3,3,1,7
10009,11428,3,3,1,7
10009,11429,1,4,1,6
10009,11430,1,0,0,1
10009,11432,7,10,12,29
10009,11433,0,5,5,10
10009,11434,4,15,9,28
10009,11435,7,8,5,20
10009,11436,1,1,4,6
10009,11691,0,4,12,16
10009,11692,3,1,5,9
10009,11693,2,2,4,8
10009,11694,8,3,5,16
10010,10001,68,56,269,393
10010,10002,146,111,458,715
10010,10003,209,85,817,1111
10010,10004,9,6,55,70
10010,10005,10,7,119,136
10010,10006,3,2,59,64
10010,10007,13,10,81,104
10010,10009,142,148,694,984
10010,10010,123,116,715,954
10010,10011,125,95,788,1008
10010,10012,66,47,328,441
10010,10013,53,33,262,348
10010,10014,91,53,459,603
10010,10016,122,109,1012,1243
10010,10017,37,17,211,265
10010,10018,36,12,106,154
10010,10019,126,61,447,634
10010,10021,47,35,351,433
10010,10022,36,39,319,394
10010,10023,127,81,503,711
10010,10024,103,70,533,706
10010,10025,185,140,562,887
10010,10026,95,59,242,396
10010,10027,125,143,241,509
10010,10028,57,33,458,548
10010,10029,97,160,301,558
10010,10030,63,75,103,241
10010,10031,127,168,221,516
10010,10032,85,123,170,378
10010,10033,92,93,209,394
10010,10034,76,75,154,305
10010,10035,53,67,125,245
10010,10036,124,57,260,441
10010,10037,19,31,78,128
10010,10038,42,32,209,283
10010,10039,57,64,68,189
10010,10040,65,78,150,293
10010,10044,20,17,48,85
10010,10065,36,36,296,368
10010,10069,13,7,44,64
10010,10075,29,34,223,286
10010,10128,63,74,630,767
10010,10162,0,0,16,16
10010,10280,11,6,106,123
10010,10282,2,3,26,31
10010,10301,34,36,109,179
10010,10302,12,17,19,48
10010,10303,15,29,37,81
10010,10304,30,50,65,145
10010,10305,17,43,116,176
10010,10306,32,28,122,182
10010,10307,5,7,28,40
10010,10308,8,14,59,81
10010,10309,13,14,58,85
10010,10310,14,28,49,91
10010,10312,29,24,132,185
10010,10314,67,47,189,303
10010,10451,58,114,79,251
10010,10452,93,141,96,330
10010,10453,88,146,95,329
10010,10454,27,96,51,174
10010,10455,51,96,57,204
10010,10456,103,177,101,381
10010,10457,71,157,83,311
10010,10458,59,119,89,267
10010,10459,52,85,70,207
10010,10460,50,95,78,223
10010,10461,43,49,118,210
10010,10462,83,110,167,360
10010,10463,49,72,163,284
10010,10464,5,4,15,24
10010,10465,29,36,89,154
10010,10466,47,69,57,173
10010,10467,66,101,132,299
10010,10468,56,111,108,275
10010,10469,45,58,67,170
10010,10470,10,13,23,46
10010,10471,11,28,73,112
10010,10472,54,87,87,228
10010,10473,55,98,68,221
10010,10474,7,22,12,41
10010,10475,26,36,71,133
10010,11001,0,3,11,14
10010,11003,1,1,0,2
10010,11004,7,6,35,48
10010,11005,1,0,1,2
10010,11040,2,1,6,9
10010,11101,62,70,291,423
10010,11102,87,75,321,483
10010,11103,85,96,320,501
10010,11104,46,70,188,304
10010,11105,75,68,282,425
10010,11106,79,69,297,445
10010,11109,5,8,96,109
10010,11201,152,86,755,993
10010,11203,71,123,137,331
10010,11204,60,68,136,264
10010,11205,76,66,263,405
10010,11206,119,146,425,690
10010,11207,92,163,145,400
10010,11208,78,156,118,352
10010,11209,79,97,353,529
10010,11210,67,96,145,308
10010,11211,159,160,992,1311
10010,11212,75,130,82,287
10010,11213,71,107,175,353
10010,11214,80,81,229,390
10010,11215,162,88,794,1044
10010,11216,146,109,389,644
10010,11217,93,69,470,632
10010,11218,108,92,340,540
10010,11219,66,65,115,246
10010,11220,81,91,216,388
10010,11221,141,158,398,697
10010,11222,99,73,441,613
10010,11223,45,93,172,310
10010,11224,35,41,58,134
10010,11225,111,114,289,514
10010,11226,139,165,381,685
10010,11228,32,57,128,217
10010,11229,70,74,189,333
10010,11230,116,110,294,520
10010,11231,78,49,370,497
10010,11232,23,48,129,200
10010,11233,78,115,197,390
10010,11234,101,97,231,429
10010,11235,52,67,144,263
10010,11236,69,123,154,346
10010,11237,73,99,262,434
10010,11238,148,109,630,887
10010,11239,11,16,11,38
10010,11354,44,71,121,236
10010,11355,82,82,127,291
10010,11356,23,33,51,107
10010,11357,31,33,110,174
10010,11358,35,28,109,172
10010,11359,1,0,0,1
10010,11360,9,9,61,79
10010,11361,16,20,69,105
10010,11362,7,12,31,50
10010,11363,4,2,19,25
10010,11364,22,21,70,113
10010,11365,26,29,99,154
10010,11366,12,11,45,68
10010,11367,38,44,116,198
10010,11368,71,194,167,432
10010,11369,40,79,86,205
10010,11370,24,35,78,137
10010,11371,0,1,2,3
10010,11372,96,132,291,519
10010,11373,131,228,291,650
10010,11374,50,48,194,292
10010,11375,61,83,447,591
10010,11377,128,188,379,695
10010,11378,37,51,116,204
10010,11379,31,44,124,199
10010,11385,116,188,405,709
10010,11411,16,24,46,86
10010,11412,15,34,30,79
10010,11413,40,37,56,133
10010,11414,20,19,46,85
10010,11415,26,36,97,159
10010,11416,19,45,52,116
10010,11417,11,34,89,134
10010,11418,25,51,89,165
10010,11419,27,56,89,172
10010,11420,34,52,118,204
10010,11421,35,61,104,200
10010,11422,28,25,36,89
10010,11423,17,26,38,81
10010,11426,12,20,39,71
10010,11427,25,17,39,81
10010,11428,18,14,37,69
10010,11429,21,32,45,98
10010,11432,50,48,93,191
10010,11433,26,30,31,87
10010,11434,29,42,51,122
10010,11435,39,55,116,210
10010,11436,7,18,17,42
10010,11691,21,41,72,134
10010,11692,23,23,25,71
10010,11693,9,9,16,34
10010,11694,22,13,57,92
10010,11697,4,7,16,27
10011,10001,85,75,331,491
10011,10002,168,201,444,813
10011,10003,114,87,696,897
10011,10004,13,13,58,84
10011,10005,10,20,111,141
10011,10006,4,13,51,68
10011,10007,5,4,62,71
10011,10009,144,164,621,929
10011,10010,52,65,375,492
10011,10011,301,289,1326,1916
10011,10012,64,40,298,402
10011,10013,42,41,215,298
10011,10014,114,121,568,803
10011,10016,54,87,543,684
10011,10017,24,22,134,180
10011,10018,28,14,93,135
10011,10019,108,112,507,727
10011,10021,37,38,274,349
10011,10022,36,19,245,300
10011,10023,99,88,547,734
10011,10024,119,65,499,683
10011,10025,148,196,599,943
10011,10026,87,85,172,344
10011,10027,124,161,260,545
10011,10028,57,55,348,460
10011,10029,182,204,227,613
10011,10030,70,123,139,332
10011,10031,157,197,239,593
10011,10032,140,181,193,514
10011,10033,116,164,207,487
10011,10034,76,120,142,338
10011,10035,72,100,113,285
10011,10036,99,75,333,507
10011,10037,49,38,83,170
10011,10038,52,47,233,332
10011,10039,59,66,86,211
10011,10040,75,87,148,310
10011,10044,15,13,34,62
10011,10065,34,25,218,277
10011,10069,12,10,46,68
10011,10075,27,32,185,244
10011,10119,0,0,2,2
10011,10128,57,71,376,504
10011,10162,2,2,8,12
10011,10280,15,6,87,108
10011,10282,2,2,13,17
10011,10301,26,44,117,187
10011,10302,14,14,35,63
10011,10303,20,30,40,90
10011,10304,43,54,90,187
10011,10305,45,37,99,181
10011,10306,31,55,131,217
10011,10307,2,9,37,48
10011,10308,18,17,48,83
10011,10309,15,19,55,89
10011,10310,24,28,54,106
10011,10312,24,23,102,149
10011,10314,65,95,219,379
10011,10451,77,102,72,251
10011,10452,117,182,90,389
10011,10453,92,199,97,388
10011,10454,44,98,55,197
10011,10455,44,82,69,195
10011,10456,133,237,104,474
10011,10457,94,136,117,347
10011,10458,76,144,91,311
10011,10459,51,120,81,252
10011,10460,79,88,90,257
10011,10461,46,70,123,239
10011,10462,110,127,175,412
10011,10463,58,101,158,317
10011,10464,5,3,8,16
10011,10465,38,40,92,170
10011,10466,42,76,81,199
10011,10467,70,140,130,340
10011,10468,90,126,123,339
10011,10469,59,86,92,237
10011,10470,12,17,29,58
10011,10471,15,34,55,104
10011,10472,76,131,77,284
10011,10473,71,107,108,286
10011,10474,15,26,18,59
10011,10475,36,48,73,157
10011,11001,6,7,12,25
10011,11003,0,0,1,1
10011,11004,7,13,32,52
10011,11005,4,2,2,8
10011,11040,2,1,5,8
10011,11101,57,79,230,366
10011,11102,80,91,262,433
10011,11103,100,102,320,522
10011,11104,68,85,174,327
10011,11105,77,105,243,425
10011,11106,82,112,276,470
10011,11109,9,0,78,87
10011,11201,117,103,827,1047
10011,11203,112,122,148,382
10011,11204,77,135,149,361
10011,11205,66,94,296,456
10011,11206,160,250,436,846
10011,11207,150,194,217,561
10011,11208,110,164,159,433
10011,11209,91,111,339,541
10011,11210,63,97,151,311
10011,11211,175,219,1036,1430
10011,11212,76,168,93,337
10011,11213,107,148,205,460
10011,11214,94,130,204,428
10011,11215,114,138,737,989
10011,11216,119,179,402,700
10011,11217,79,93,483,655
10011,11218,89,120,349,558
10011,11219,79,101,123,303
10011,11220,130,184,184,498
10011,11221,204,251,384,839
10011,11222,107,107,512,726
10011,11223,78,116,142,336
10011,11224,38,43,54,135
10011,11225,104,160,285,549
10011,11226,198,264,385,847
10011,11228,51,73,120,244
10011,11229,71,83,175,329
10011,11230,63,101,188,352
10011,11231,63,72,370,505
10011,11232,46,77,114,237
10011,11233,113,163,196,472
10011,11234,73,120,214,407
10011,11235,54,77,121,252
10011,11236,110,168,145,423
10011,11237,105,173,350,628
10011,11238,112,109,643,864
10011,11239,18,9,39,66
10011,11354,84,75,78,237
10011,11355,133,127,102,362
10011,11356,19,38,32,89
10011,11357,28,39,93,160
10011,11358,23,40,109,172
10011,11359,3,2,1,6
10011,11360,7,24,55,86
10011,11361,13,26,74,113
10011,11362,6,9,28,43
10011,11363,5,5,16,26
10011,11364,11,25,65,101
10011,11365,34,50,94,178
10011,11366,7,14,27,48
10011,11367,34,49,68,151
10011,11368,138,170,124,432
10011,11369,43,72,93,208
10011,11370,36,64,75,175
10011,11372,94,138,194,426
10011,11373,183,264,272,719
10011,11374,57,54,194,305
10011,11375,68,104,404,576
10011,11377,156,282,330,768
